,Algorithm,2^N,TypeArray,Time
869,mergesort,7,Integers,0.0014411000000222884
870,mergesort_combined,7,Integers,0.0009349999999699321
871,mergesort_combined,7,Integers,0.000914000000022952
872,mergesort_combined,7,Integers,0.0009125999999923806
873,mergesort_combined,7,Integers,0.0009170000000153777
874,mergesort_combined,7,Integers,0.0009105999999974301
875,bubble_sort,8,Ascending,8.009999999103457e-05
876,bubble_sort,8,Ascending,7.589999995616381e-05
877,bubble_sort,8,Ascending,9.459999995442558e-05
878,bubble_sort,8,Ascending,7.560000000239597e-05
879,bubble_sort,8,Ascending,7.529999999178472e-05
880,insertion_sort,8,Ascending,8.719999999584616e-05
881,insertion_sort,8,Ascending,8.489999999028441e-05
882,insertion_sort,8,Ascending,8.470000000215805e-05
883,insertion_sort,8,Ascending,8.470000000215805e-05
884,insertion_sort,8,Ascending,8.450000001403168e-05
885,quicksort,8,Ascending,0.02252240000001393
886,quicksort,8,Ascending,0.024271699999985685
887,quicksort,8,Ascending,0.027953500000023723
888,quicksort,8,Ascending,0.022893199999998615
889,quicksort,8,Ascending,0.022356699999988905
890,mergesort,8,Ascending,0.0014353000000255633
891,mergesort,8,Ascending,0.00135440000002518
892,mergesort,8,Ascending,0.00130959999995639
893,mergesort,8,Ascending,0.0013079999999945358
894,mergesort,8,Ascending,0.0013086000000157583
895,mergesort_combined,8,Ascending,0.0007456000000161112
896,mergesort_combined,8,Ascending,0.0007352000000082626
897,mergesort_combined,8,Ascending,0.0007323000000383217
898,mergesort_combined,8,Ascending,0.000731400000006488
899,mergesort_combined,8,Ascending,0.0007316999999602558
900,bubble_sort,8,Descending,0.023943400000007387
901,bubble_sort,8,Descending,0.0234442999999942
902,bubble_sort,8,Descending,0.02345189999999775
903,bubble_sort,8,Descending,0.023435600000027534
904,bubble_sort,8,Descending,0.02345359999998209
905,insertion_sort,8,Descending,0.021052099999963048
906,insertion_sort,8,Descending,0.020804700000041976
907,insertion_sort,8,Descending,0.02060209999996232
908,insertion_sort,8,Descending,0.020679500000028384
909,insertion_sort,8,Descending,0.020604700000035336
910,quicksort,8,Descending,0.013252500000021428
911,quicksort,8,Descending,0.015435500000023694
912,quicksort,8,Descending,0.016165899999975863
913,quicksort,8,Descending,0.01454830000000129
914,quicksort,8,Descending,0.013400200000035056
915,mergesort,8,Descending,0.0013324999999895226
916,mergesort,8,Descending,0.001337100000000646
917,mergesort,8,Descending,0.0013502999999559506
918,mergesort,8,Descending,0.0013336999999751242
919,mergesort,8,Descending,0.0013691000000335407
920,mergesort_combined,8,Descending,0.0014491000000020904
921,mergesort_combined,8,Descending,0.0014624999999455213
922,mergesort_combined,8,Descending,0.001506600000027447
923,mergesort_combined,8,Descending,0.0014936000000034255
924,mergesort_combined,8,Descending,0.0014828999999849657
925,bubble_sort,8,Random,0.01715060000003632
926,bubble_sort,8,Random,0.01677460000001929
927,bubble_sort,8,Random,0.016749200000049314
928,bubble_sort,8,Random,0.016769899999985682
929,bubble_sort,8,Random,0.016745000000014443
930,insertion_sort,8,Random,0.012316999999995915
931,insertion_sort,8,Random,0.013390599999979713
932,insertion_sort,8,Random,0.01190150000002177
933,insertion_sort,8,Random,0.013213699999994333
934,insertion_sort,8,Random,0.011923700000011195
935,quicksort,8,Random,0.0010452999999870372
936,quicksort,8,Random,0.0009931000000165113
937,quicksort,8,Random,0.0009885000000053878
938,quicksort,8,Random,0.0009846000000379718
939,quicksort,8,Random,0.000983700000006138
940,mergesort,8,Random,0.0015393999999560037
941,mergesort,8,Random,0.001527800000019397
942,mergesort,8,Random,0.0015293999999812513
943,mergesort,8,Random,0.0015268999999875632
944,mergesort,8,Random,0.0015249999999582542
945,mergesort_combined,8,Random,0.0011733000000049287
946,mergesort_combined,8,Random,0.0011733000000049287
947,mergesort_combined,8,Random,0.0011589000000071792
